zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population
53092,STANDARD,0,Mequon,Thiensville,,WI,Ozaukee County,America/Chicago,"262, 414",NA,US,43.23,-87.97,21010
53093,STANDARD,0,Waldo,,,WI,Sheboygan County,America/Chicago,920,NA,US,43.67,-87.94,1760
53094,STANDARD,0,Watertown,Johnson Creek,,WI,Jefferson County,America/Chicago,"262, 920",NA,US,43.19,-88.72,16780
53095,STANDARD,0,West Bend,,Westbend,WI,Washington County,America/Chicago,262,NA,US,43.42,-88.18,25800
53097,STANDARD,0,Mequon,Thiensville,,WI,Ozaukee County,America/Chicago,"262, 414",NA,US,43.24,-88.01,6060
53098,STANDARD,0,Watertown,,,WI,Dodge County,America/Chicago,920,NA,US,43.25,-88.71,10640
53099,STANDARD,0,Woodland,,,WI,Dodge County,America/Chicago,920,NA,US,43.38,-88.53,60
53101,PO BOX,0,Bassett,,,WI,Kenosha County,America/Chicago,262,NA,US,42.52,-88.24,158
53102,PO BOX,0,Benet Lake,Trevor,,WI,Kenosha County,America/Chicago,262,NA,US,42.54,-88.02,0
53103,STANDARD,0,Big Bend,,,WI,Waukesha County,America/Chicago,262,NA,US,42.88,-88.2,3770
53104,STANDARD,0,Bristol,,,WI,Kenosha County,America/Chicago,"224, 262, 847",NA,US,42.54,-88.02,5620
53105,STANDARD,0,Burlington,,,WI,Racine County,America/Chicago,262,NA,US,42.67,-88.27,27690
53108,STANDARD,0,Caledonia,,,WI,Racine County,America/Chicago,"262, 414",NA,US,42.82,-87.93,3210
53109,PO BOX,0,Camp Lake,,,WI,Kenosha County,America/Chicago,262,NA,US,42.53,-88.14,199
53110,STANDARD,0,Cudahy,,,WI,Milwaukee County,America/Chicago,414,NA,US,42.94,-87.86,16040
53114,STANDARD,0,Darien,,,WI,Walworth County,America/Chicago,"262, 608",NA,US,42.6,-88.71,2400
53115,STANDARD,0,Delavan,,,WI,Walworth County,America/Chicago,"262, 608",NA,US,42.62,-88.63,14720
53118,STANDARD,0,Dousman,,,WI,Waukesha County,America/Chicago,262,NA,US,43.01,-88.47,6910
53119,STANDARD,0,Eagle,,,WI,Waukesha County,America/Chicago,262,NA,US,42.87,-88.47,5700
53120,STANDARD,0,East Troy,,,WI,Walworth County,America/Chicago,262,NA,US,42.78,-88.39,9630
53121,STANDARD,0,Elkhorn,,,WI,Walworth County,America/Chicago,"262, 608",NA,US,42.67,-88.54,17830
53122,STANDARD,0,Elm Grove,,,WI,Waukesha County,America/Chicago,"262, 414",NA,US,43.04,-88.08,6500
53125,STANDARD,0,Fontana,,,WI,Walworth County,America/Chicago,262,NA,US,42.54,-88.55,1820
53126,STANDARD,0,Franksville,,Mount Pleasant,WI,Racine County,America/Chicago,"262, 414",NA,US,42.79,-87.99,6760
53127,PO BOX,0,Genesee Depot,,,WI,Waukesha County,America/Chicago,262,NA,US,42.96,-88.38,305
53128,STANDARD,0,Genoa City,,,WI,Walworth County,America/Chicago,"262, 779, 815",NA,US,42.5,-88.32,7510
53129,STANDARD,0,Greendale,,,WI,Milwaukee County,America/Chicago,414,NA,US,42.93,-88,13800
53130,STANDARD,0,Hales Corners,,,WI,Milwaukee County,America/Chicago,414,NA,US,42.94,-88.04,7390
53132,STANDARD,0,Franklin,,,WI,Milwaukee County,America/Chicago,414,NA,US,42.88,-88,33750
53137,STANDARD,0,Helenville,,,WI,Jefferson County,America/Chicago,"262, 920",NA,US,43.01,-88.71,1590
53138,PO BOX,0,Honey Creek,,,WI,Walworth County,America/Chicago,262,NA,US,42.71,-88.36,149
53139,STANDARD,0,Kansasville,,,WI,Racine County,America/Chicago,262,NA,US,42.7,-88.12,2690
53140,STANDARD,0,Kenosha,,,WI,Kenosha County,America/Chicago,262,NA,US,42.62,-87.83,23670
53141,PO BOX,0,Kenosha,,,WI,Kenosha County,America/Chicago,262,NA,US,42.58,-87.85,826
53142,STANDARD,0,Kenosha,,,WI,Kenosha County,America/Chicago,262,NA,US,42.58,-87.85,30580
53143,STANDARD,0,Kenosha,,,WI,Kenosha County,America/Chicago,262,NA,US,42.56,-87.83,19470
53144,STANDARD,0,Kenosha,,,WI,Kenosha County,America/Chicago,262,NA,US,42.62,-87.92,23340
53146,STANDARD,0,New Berlin,,,WI,Waukesha County,America/Chicago,262,NA,US,42.97,-88.16,7490
53147,STANDARD,0,Lake Geneva,,,WI,Walworth County,America/Chicago,"262, 779, 815",NA,US,42.58,-88.42,16190
53148,PO BOX,0,Lyons,,,WI,Walworth County,America/Chicago,262,NA,US,42.65,-88.32,468
53149,STANDARD,0,Mukwonago,,,WI,Waukesha County,America/Chicago,262,NA,US,42.86,-88.33,19460
53150,STANDARD,0,Muskego,,,WI,Waukesha County,America/Chicago,"262, 414",NA,US,42.89,-88.12,25710
53151,STANDARD,0,New Berlin,,,WI,Waukesha County,America/Chicago,"262, 414",NA,US,42.97,-88.12,31610
53152,PO BOX,0,New Munster,,,WI,Kenosha County,America/Chicago,262,NA,US,42.58,-88.24,148
53153,STANDARD,0,North Prairie,,,WI,Waukesha County,America/Chicago,262,NA,US,42.93,-88.39,2580
53154,STANDARD,0,Oak Creek,,,WI,Milwaukee County,America/Chicago,"262, 414",NA,US,42.88,-87.89,34730
53156,STANDARD,0,Palmyra,,,WI,Jefferson County,America/Chicago,262,NA,US,42.87,-88.58,2830
53157,PO BOX,0,Pell Lake,,,WI,Walworth County,America/Chicago,262,NA,US,42.54,-88.37,1539
53158,STANDARD,0,Pleasant Prairie,"Kenosha, Pleasant Pr",,WI,Kenosha County,America/Chicago,262,NA,US,42.52,-87.88,17270
53159,PO BOX,0,Powers Lake,,,WI,Kenosha County,America/Chicago,262,NA,US,42.54,-88.3,225
53167,PO BOX,0,Rochester,,,WI,Racine County,America/Chicago,262,NA,US,42.73,-88.23,601
53168,STANDARD,0,Salem,,Paddock Lake,WI,Kenosha County,America/Chicago,262,NA,US,42.6,-88.12,8350
53170,STANDARD,0,Silver Lake,,,WI,Kenosha County,America/Chicago,262,NA,US,42.55,-88.16,2210
53171,PO BOX,0,Somers,,,WI,Kenosha County,America/Chicago,262,NA,US,42.58,-87.89,478
53172,STANDARD,0,South Milwaukee,S Milwaukee,,WI,Milwaukee County,America/Chicago,414,NA,US,42.91,-87.86,18160
53176,PO BOX,0,Springfield,,,WI,Walworth County,America/Chicago,262,NA,US,42.64,-88.41,148
53177,STANDARD,0,Sturtevant,"Mount Pleasant, Mt Pleasant",,WI,Racine County,America/Chicago,262,NA,US,42.7,-87.89,6290
53178,STANDARD,0,Sullivan,,,WI,Jefferson County,America/Chicago,262,NA,US,43.01,-88.58,2510
53179,STANDARD,0,Trevor,,,WI,Kenosha County,America/Chicago,"224, 262, 847",NA,US,42.51,-88.13,5840
53181,STANDARD,0,Twin Lakes,,,WI,Kenosha County,America/Chicago,"224, 262, 779, 815, 847",NA,US,42.51,-88.25,7340
53182,STANDARD,0,Union Grove,,,WI,Racine County,America/Chicago,262,NA,US,42.68,-88.05,8220
53183,STANDARD,0,Wales,,,WI,Waukesha County,America/Chicago,262,NA,US,43,-88.37,3120
53184,STANDARD,0,Walworth,,,WI,Walworth County,America/Chicago,"262, 779, 815",NA,US,42.53,-88.59,3790
53185,STANDARD,0,Waterford,Wind Lake,,WI,Racine County,America/Chicago,262,NA,US,42.76,-88.21,18320
53186,STANDARD,0,Waukesha,Vernon,,WI,Waukesha County,America/Chicago,262,NA,US,43.01,-88.23,28240
53187,PO BOX,0,Waukesha,,,WI,Waukesha County,America/Chicago,262,NA,US,43.01,-88.23,477
53188,STANDARD,0,Waukesha,Vernon,,WI,Waukesha County,America/Chicago,262,NA,US,43.02,-88.29,32640
53189,STANDARD,0,Waukesha,,,WI,Waukesha County,America/Chicago,262,NA,US,42.94,-88.29,25910
53190,STANDARD,0,Whitewater,,,WI,Walworth County,America/Chicago,"262, 608, 920",NA,US,42.83,-88.73,11630
53191,STANDARD,0,Williams Bay,,,WI,Walworth County,America/Chicago,262,NA,US,42.57,-88.54,2990
53192,PO BOX,0,Wilmot,,,WI,Kenosha County,America/Chicago,"224, 262, 847",NA,US,42.5,-88.18,395
53194,PO BOX,0,Woodworth,,,WI,Kenosha County,America/Chicago,262,NA,US,42.53,-88.01,20
53195,PO BOX,0,Zenda,,,WI,Walworth County,America/Chicago,262,NA,US,42.51,-88.49,166
53199,PO BOX,1,Silver Lake,,,WI,Kenosha County,America/Chicago,262,NA,US,42.55,-88.17,0
53201,PO BOX,0,Milwaukee,,,WI,Milwaukee County,America/Chicago,414,NA,US,43.06,-87.96,971
53202,STANDARD,0,Milwaukee,,,WI,Milwaukee County,America/Chicago,414,NA,US,43.05,-87.89,18100
53203,STANDARD,0,Milwaukee,,,WI,Milwaukee County,America/Chicago,414,NA,US,43.04,-87.92,1570
53204,STANDARD,0,Milwaukee,,,WI,Milwaukee County,America/Chicago,414,NA,US,43.02,-87.93,31950
53205,STANDARD,0,Milwaukee,,,WI,Milwaukee County,America/Chicago,414,NA,US,43.05,-87.93,7350
53206,STANDARD,0,Milwaukee,,,WI,Milwaukee County,America/Chicago,414,NA,US,43.08,-87.93,16990
53207,STANDARD,0,Milwaukee,Bay View,"Bayview, Saint Francis, St Francis",WI,Milwaukee County,America/Chicago,414,NA,US,42.98,-87.9,30140
53208,STANDARD,0,Milwaukee,,Wauwatosa,WI,Milwaukee County,America/Chicago,414,NA,US,43.06,-87.96,23480
53209,STANDARD,0,Milwaukee,"Brown Deer, Glendale, River Hills",,WI,Milwaukee County,America/Chicago,414,NA,US,43.13,-87.95,37320
53210,STANDARD,0,Milwaukee,Wauwatosa,Wawatosa,WI,Milwaukee County,America/Chicago,414,NA,US,43.07,-87.97,20940
53211,STANDARD,0,Milwaukee,"Glendale, Shorewood, Whitefish Bay",,WI,Milwaukee County,America/Chicago,414,NA,US,43.08,-87.88,24430
53212,STANDARD,0,Milwaukee,Glendale,,WI,Milwaukee County,America/Chicago,414,NA,US,43.07,-87.91,21230
53213,STANDARD,0,Milwaukee,Wauwatosa,Wawatosa,WI,Milwaukee County,America/Chicago,414,NA,US,43.05,-88,23440
53214,STANDARD,0,Milwaukee,"W Milwaukee, West Allis, West Milwaukee",,WI,Milwaukee County,America/Chicago,"262, 414",NA,US,43.02,-88.01,29980
53215,STANDARD,0,Milwaukee,"W Milwaukee, West Milwaukee",,WI,Milwaukee County,America/Chicago,414,NA,US,43,-87.94,51310
53216,STANDARD,0,Milwaukee,,,WI,Milwaukee County,America/Chicago,414,NA,US,43.09,-87.98,25560
53217,STANDARD,0,Milwaukee,"Bayside, Fox Point, Glendale, River Hills, Whitefish Bay",,WI,Milwaukee County,America/Chicago,"262, 414",NA,US,43.16,-87.91,29610
53218,STANDARD,0,Milwaukee,,,WI,Milwaukee County,America/Chicago,414,NA,US,43.11,-87.99,33110
53219,STANDARD,0,Milwaukee,"Greenfield, W Milwaukee, West Allis, West Milwaukee",,WI,Milwaukee County,America/Chicago,414,NA,US,43,-87.99,30640
53220,STANDARD,0,Milwaukee,Greenfield,,WI,Milwaukee County,America/Chicago,414,NA,US,42.97,-87.99,24310
53221,STANDARD,0,Milwaukee,Greenfield,,WI,Milwaukee County,America/Chicago,414,NA,US,42.95,-87.94,35590
53222,STANDARD,0,Milwaukee,Wauwatosa,Wawatosa,WI,Milwaukee County,America/Chicago,"262, 414",NA,US,43.08,-88.04,22650
53223,STANDARD,0,Milwaukee,Brown Deer,,WI,Milwaukee County,America/Chicago,"262, 414",NA,US,43.16,-87.99,24260
53224,STANDARD,0,Milwaukee,,,WI,Milwaukee County,America/Chicago,"262, 414",NA,US,43.16,-88.04,18970
53225,STANDARD,0,Milwaukee,Wauwatosa,,WI,Milwaukee County,America/Chicago,"262, 414",NA,US,43.12,-88.04,22100
53226,STANDARD,0,Milwaukee,Wauwatosa,Wawatosa,WI,Milwaukee County,America/Chicago,"262, 414",NA,US,43.05,-88.04,17350
53227,STANDARD,0,Milwaukee,"New Berlin, West Allis",,WI,Milwaukee County,America/Chicago,"262, 414",NA,US,43,-88.04,20080
53228,STANDARD,0,Milwaukee,"Greenfield, New Berlin",,WI,Milwaukee County,America/Chicago,"262, 414",NA,US,42.97,-88.04,14360
53233,STANDARD,0,Milwaukee,,,WI,Milwaukee County,America/Chicago,414,NA,US,43.04,-87.93,4180
53234,PO BOX,0,Milwaukee,,,WI,Milwaukee County,America/Chicago,414,NA,US,43.06,-87.96,816
53235,STANDARD,0,Saint Francis,"Milwaukee, St Francis",Bayview,WI,Milwaukee County,America/Chicago,414,NA,US,42.97,-87.87,7990
53237,PO BOX,0,Milwaukee,,,WI,Milwaukee County,America/Chicago,414,NA,US,43.06,-87.96,280
53244,PO BOX,1,Milwaukee,,,WI,Milwaukee County,America/Chicago,414,NA,US,42.94,-87.91,0
53259,UNIQUE,0,Milwaukee,,Us Bank,WI,Milwaukee County,America/Chicago,414,NA,US,43.06,-87.96,0
53263,UNIQUE,0,Milwaukee,,"J C Penney, Jc Penney",WI,Milwaukee County,America/Chicago,414,NA,US,43.06,-87.96,0
53267,UNIQUE,1,Milwaukee,,Chase Bank,WI,Milwaukee County,America/Chicago,414,NA,US,43.06,-87.96,0
53268,UNIQUE,1,Milwaukee,,Chase Bank,WI,Milwaukee County,America/Chicago,414,NA,US,43.06,-87.96,0
53274,UNIQUE,0,Milwaukee,,Wi Child Support,WI,Milwaukee County,America/Chicago,414,NA,US,43.06,-87.96,0
53278,UNIQUE,0,Milwaukee,,Us Bank,WI,Milwaukee County,America/Chicago,414,NA,US,43.06,-87.96,0
53288,UNIQUE,0,Milwaukee,,"Bmo Harris Bank, M And I Bank",WI,Milwaukee County,America/Chicago,414,NA,US,43.06,-87.96,0
53290,UNIQUE,0,Milwaukee,,We Energies,WI,Milwaukee County,America/Chicago,414,NA,US,43.06,-87.96,0
53293,UNIQUE,0,Milwaukee,,Wi Dept Transportion,WI,Milwaukee County,America/Chicago,414,NA,US,43.06,-87.96,0
53295,UNIQUE,0,Milwaukee,,Zablocki Va Medical Ctr,WI,Milwaukee County,America/Chicago,414,NA,US,43.02,-87.98,74
53401,PO BOX,0,Racine,"Mount Pleasant, Mt Pleasant",,WI,Racine County,America/Chicago,262,NA,US,42.72,-87.8,293
53402,STANDARD,0,Racine,Wind Point,,WI,Racine County,America/Chicago,"262, 414",NA,US,42.8,-87.82,30750
53403,STANDARD,0,Racine,"Mount Pleasant, Mt Pleasant",,WI,Racine County,America/Chicago,262,NA,US,42.72,-87.8,22900
53404,STANDARD,0,Racine,"Mount Pleasant, Mt Pleasant",,WI,Racine County,America/Chicago,262,NA,US,42.75,-87.81,12700
53405,STANDARD,0,Racine,"Elmwood Park, Mount Pleasant, Mt Pleasant",,WI,Racine County,America/Chicago,262,NA,US,42.73,-87.83,22930
53406,STANDARD,0,Racine,"Mount Pleasant, Mt Pleasant",,WI,Racine County,America/Chicago,262,NA,US,42.73,-87.86,25220
53407,UNIQUE,0,Racine,,Wi Natural Gas Co,WI,Racine County,America/Chicago,262,NA,US,42.72,-87.8,0
53408,PO BOX,0,Racine,,,WI,Racine County,America/Chicago,262,NA,US,42.72,-87.8,295
53501,PO BOX,0,Afton,,,WI,Rock County,America/Chicago,608,NA,US,42.6,-89.08,196
53502,STANDARD,0,Albany,,,WI,Green County,America/Chicago,608,NA,US,42.7,-89.43,2350
53503,STANDARD,0,Arena,,,WI,Iowa County,America/Chicago,608,NA,US,43.16,-89.91,1830
53504,STANDARD,0,Argyle,,,WI,Lafayette County,America/Chicago,608,NA,US,42.7,-89.86,1880
53505,STANDARD,0,Avalon,,,WI,Rock County,America/Chicago,608,NA,US,42.65,-88.83,340
53506,STANDARD,0,Avoca,,,WI,Iowa County,America/Chicago,608,NA,US,43.18,-90.32,810
53507,STANDARD,0,Barneveld,,,WI,Iowa County,America/Chicago,608,NA,US,43.01,-89.89,2310
53508,STANDARD,0,Belleville,,,WI,Dane County,America/Chicago,608,NA,US,42.86,-89.53,5610
53510,STANDARD,0,Belmont,,,WI,Lafayette County,America/Chicago,608,NA,US,42.73,-90.33,1440
53511,STANDARD,0,Beloit,,,WI,Rock County,America/Chicago,"608, 779, 815",NA,US,42.52,-89.02,42390
53512,PO BOX,0,Beloit,,,WI,Rock County,America/Chicago,608,NA,US,42.52,-89.02,485
53515,STANDARD,0,Black Earth,,,WI,Dane County,America/Chicago,608,NA,US,43.13,-89.74,2360
53516,STANDARD,0,Blanchardville,Blanchardvlle,,WI,Lafayette County,America/Chicago,608,NA,US,42.8,-89.86,2190
53517,STANDARD,0,Blue Mounds,,,WI,Dane County,America/Chicago,608,NA,US,43.02,-89.82,1880
53518,STANDARD,0,Blue River,,,WI,Richland County,America/Chicago,608,NA,US,43.18,-90.57,1230
53520,STANDARD,0,Brodhead,,,WI,Green County,America/Chicago,"608, 779, 815",NA,US,42.61,-89.37,6340
53521,STANDARD,0,Brooklyn,,,WI,Dane County,America/Chicago,608,NA,US,42.85,-89.37,3740
53522,STANDARD,0,Browntown,,,WI,Green County,America/Chicago,"608, 779, 815",NA,US,42.57,-89.79,990
53523,STANDARD,0,Cambridge,,,WI,Dane County,America/Chicago,"608, 920",NA,US,43,-89.01,5100
53525,STANDARD,0,Clinton,,,WI,Rock County,America/Chicago,"262, 608, 779, 815",NA,US,42.55,-88.86,3690
53526,STANDARD,0,Cobb,,,WI,Iowa County,America/Chicago,608,NA,US,42.97,-90.34,570
53527,STANDARD,0,Cottage Grove,,,WI,Dane County,America/Chicago,608,NA,US,43.08,-89.2,11020
53528,STANDARD,0,Cross Plains,,,WI,Dane County,America/Chicago,608,NA,US,43.11,-89.64,6180
53529,STANDARD,0,Dane,,,WI,Dane County,America/Chicago,608,NA,US,43.25,-89.5,2040
53530,STANDARD,0,Darlington,,,WI,Lafayette County,America/Chicago,608,NA,US,42.68,-90.11,4210
53531,STANDARD,0,Deerfield,,,WI,Dane County,America/Chicago,608,NA,US,43.05,-89.07,4380
53532,STANDARD,0,Deforest,,,WI,Dane County,America/Chicago,"608, 920",NA,US,43.24,-89.34,15790
53533,STANDARD,0,Dodgeville,,,WI,Iowa County,America/Chicago,608,NA,US,42.96,-90.13,6740
53534,STANDARD,0,Edgerton,,,WI,Rock County,America/Chicago,"608, 920",NA,US,42.83,-89.07,12070
53535,PO BOX,0,Edmund,,,WI,Iowa County,America/Chicago,608,NA,US,42.97,-90.24,113
53536,STANDARD,0,Evansville,,,WI,Rock County,America/Chicago,608,NA,US,42.77,-89.29,8640
53537,PO BOX,0,Footville,,,WI,Rock County,America/Chicago,608,NA,US,42.67,-89.21,663
53538,STANDARD,0,Fort Atkinson,,,WI,Jefferson County,America/Chicago,"262, 608, 920",NA,US,42.92,-88.84,17080
53540,PO BOX,0,Gotham,,,WI,Richland County,America/Chicago,608,NA,US,43.22,-90.29,172
53541,STANDARD,0,Gratiot,,,WI,Lafayette County,America/Chicago,"608, 779, 815",NA,US,42.57,-90.02,870
53542,PO BOX,0,Hanover,,,WI,Rock County,America/Chicago,608,NA,US,42.69,-89.09,107
53543,STANDARD,0,Highland,,,WI,Iowa County,America/Chicago,608,NA,US,43.04,-90.37,1580
53544,STANDARD,0,Hollandale,,,WI,Iowa County,America/Chicago,608,NA,US,42.87,-89.93,740
53545,STANDARD,0,Janesville,,,WI,Rock County,America/Chicago,608,NA,US,42.68,-89.01,20910
53546,STANDARD,0,Janesville,,,WI,Rock County,America/Chicago,608,NA,US,42.65,-88.95,28900
53547,PO BOX,0,Janesville,,,WI,Rock County,America/Chicago,608,NA,US,42.68,-89.01,971
53548,STANDARD,0,Janesville,,,WI,Rock County,America/Chicago,608,NA,US,42.68,-89.07,16960
53549,STANDARD,0,Jefferson,,,WI,Jefferson County,America/Chicago,"262, 920",NA,US,43,-88.8,9260
53550,STANDARD,0,Juda,,,WI,Green County,America/Chicago,"608, 779, 815",NA,US,42.55,-89.49,1160
53551,STANDARD,0,Lake Mills,,,WI,Jefferson County,America/Chicago,920,NA,US,43.07,-88.9,8740
53553,STANDARD,0,Linden,,,WI,Iowa County,America/Chicago,608,NA,US,42.91,-90.27,540
53554,STANDARD,0,Livingston,,,WI,Grant County,America/Chicago,608,NA,US,42.9,-90.43,1010
53555,STANDARD,0,Lodi,,,WI,Columbia County,America/Chicago,608,NA,US,43.31,-89.53,8540
53556,STANDARD,0,Lone Rock,,,WI,Richland County,America/Chicago,608,NA,US,43.18,-90.2,2510
53557,STANDARD,0,Lowell,,,WI,Dodge County,America/Chicago,920,NA,US,43.33,-88.82,380
53558,STANDARD,0,Mcfarland,,,WI,Dane County,America/Chicago,608,NA,US,43.01,-89.29,12800
53559,STANDARD,0,Marshall,,,WI,Dane County,America/Chicago,"608, 920",NA,US,43.17,-89.06,5960
53560,STANDARD,0,Mazomanie,,,WI,Dane County,America/Chicago,608,NA,US,43.17,-89.79,3480
53561,STANDARD,0,Merrimac,,,WI,Sauk County,America/Chicago,608,NA,US,43.37,-89.62,1960
53562,STANDARD,0,Middleton,,,WI,Dane County,America/Chicago,608,NA,US,43.1,-89.5,27950
53563,STANDARD,0,Milton,,,WI,Rock County,America/Chicago,"262, 608, 920",NA,US,42.77,-88.94,11070
53565,STANDARD,0,Mineral Point,,,WI,Iowa County,America/Chicago,608,NA,US,42.86,-90.18,4580
53566,STANDARD,0,Monroe,,,WI,Green County,America/Chicago,"608, 779, 815",NA,US,42.59,-89.64,13850
53569,STANDARD,0,Montfort,,,WI,Grant County,America/Chicago,608,NA,US,42.97,-90.43,1060
53570,STANDARD,0,Monticello,,,WI,Green County,America/Chicago,608,NA,US,42.74,-89.58,2440
53571,PO BOX,0,Morrisonville,,,WI,Dane County,America/Chicago,608,NA,US,43.28,-89.35,372
53572,STANDARD,0,Mount Horeb,,,WI,Dane County,America/Chicago,608,NA,US,43,-89.73,10400
53573,STANDARD,0,Muscoda,,,WI,Grant County,America/Chicago,608,NA,US,43.18,-90.43,2570
53574,STANDARD,0,New Glarus,,,WI,Green County,America/Chicago,608,NA,US,42.81,-89.63,3870
53575,STANDARD,0,Oregon,Fitchburg,,WI,Dane County,America/Chicago,608,NA,US,42.92,-89.38,16460
53576,STANDARD,0,Orfordville,,,WI,Rock County,America/Chicago,608,NA,US,42.62,-89.25,2190
53577,STANDARD,0,Plain,,,WI,Sauk County,America/Chicago,608,NA,US,43.27,-90.04,1380
53578,STANDARD,0,Prairie Du Sac,Pr Du Sac,,WI,Sauk County,America/Chicago,608,NA,US,43.29,-89.72,6280
53579,STANDARD,0,Reeseville,,,WI,Dodge County,America/Chicago,920,NA,US,43.3,-88.84,1730
53580,STANDARD,0,Rewey,,,WI,Iowa County,America/Chicago,608,NA,US,42.84,-90.39,500
53581,STANDARD,0,Richland Center,Richland Ctr,Boaz,WI,Richland County,America/Chicago,608,NA,US,43.33,-90.38,8330
53582,STANDARD,0,Ridgeway,,,WI,Iowa County,America/Chicago,608,NA,US,42.99,-89.99,1020
53583,STANDARD,0,Sauk City,,,WI,Sauk County,America/Chicago,608,NA,US,43.25,-89.81,5470
53584,PO BOX,0,Sextonville,,,WI,Richland County,America/Chicago,608,NA,US,43.28,-90.29,136
53585,STANDARD,0,Sharon,,,WI,Walworth County,America/Chicago,"262, 608, 779, 815",NA,US,42.5,-88.73,2070
53586,STANDARD,0,Shullsburg,,Shullsberg,WI,Lafayette County,America/Chicago,"608, 779, 815",NA,US,42.57,-90.23,1930
53587,STANDARD,0,South Wayne,,,WI,Lafayette County,America/Chicago,"608, 779, 815",NA,US,42.56,-89.88,1250
53588,STANDARD,0,Spring Green,,,WI,Sauk County,America/Chicago,608,NA,US,43.17,-90.06,3930
53589,STANDARD,0,Stoughton,,,WI,Dane County,America/Chicago,608,NA,US,42.92,-89.22,18790
53590,STANDARD,0,Sun Prairie,,,WI,Dane County,America/Chicago,"608, 920",NA,US,43.18,-89.23,42330
53593,STANDARD,0,Verona,Fitchburg,,WI,Dane County,America/Chicago,608,NA,US,42.98,-89.53,28460
53594,STANDARD,0,Waterloo,,,WI,Jefferson County,America/Chicago,"608, 920",NA,US,43.18,-88.98,5050
53595,UNIQUE,0,Dodgeville,,Lands End,WI,Iowa County,America/Chicago,608,NA,US,42.96,-90.13,0
53596,UNIQUE,0,Sun Prairie,,General Casualty Co,WI,Dane County,America/Chicago,608,NA,US,43.18,-89.23,0
53597,STANDARD,0,Waunakee,"Middleton, Westport",,WI,Dane County,America/Chicago,608,NA,US,43.18,-89.45,20880
53598,STANDARD,0,Windsor,,Lake Windsor,WI,Dane County,America/Chicago,608,NA,US,43.21,-89.34,3830
53599,PO BOX,0,Woodford,,,WI,Lafayette County,America/Chicago,608,NA,US,42.65,-89.86,84
53701,PO BOX,0,Madison,,,WI,Dane County,America/Chicago,608,NA,US,43.07,-89.38,334
53702,UNIQUE,0,Madison,,State Capitol,WI,Waukesha County,America/Chicago,608,NA,US,43.06,-88.23,0
53703,STANDARD,0,Madison,,,WI,Dane County,America/Chicago,608,NA,US,43.08,-89.38,15980
53704,STANDARD,0,Madison,,Maple Bluff,WI,Dane County,America/Chicago,608,NA,US,43.14,-89.35,41400
53705,STANDARD,0,Madison,,Shorewood Hills,WI,Dane County,America/Chicago,608,NA,US,43.07,-89.46,20900
53706,STANDARD,0,Madison,,,WI,Dane County,America/Chicago,608,NA,US,43.07,-89.41,80
